"",A,B,C,D,F,I,S,U,V,W Aver. Tota
Mechanical Engineering - ME 4699 TS3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 TS3,A,B,C,D,F,I,S,U,V,W Aver. Tota
Mechanical Engineering - ME 4699 UJ2,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 UJ3,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4699 VM3,,,1,,,,,,,2.00 1
Mechanical Engineering - ME 4699 WL3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 WY3,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4699 YO3,3,,,,,,,,,4.00 3
Mechanical Engineering - ME 4699 YS6,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 ZZ2,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4701 A,22,,,,,,,,,1 4.00 23
Mechanical Engineering - ME 4730 A,3,3,2,,,,,,,3.13 8
Mechanical Engineering - ME 4742 TM,9,4,,,,,,,,3.69 13
Mechanical Engineering - ME 4744 A,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4753 Q,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4753 QEM,,1,,,,,,,,3.00 1
Mechanical Engineering - ME 4753 QOG,,1,,,,,,,,3.00 1
Mechanical Engineering - ME 4754 A,2,,1,,,,,,,3.33 3
Mechanical Engineering - ME 4757 A,,2,1,,,,,,,2.67 3
Mechanical Engineering - ME 4758 A,2,3,,,,,,,,1 3.40 6
Mechanical Engineering - ME 4759 A,3,1,,,,,,,,1 3.75 5
Mechanical Engineering - ME 4782 B,,,,,,,,,,1 1
Mechanical Engineering - ME 4793 A,4,5,2,2,,,,,,2.85 13
Mechanical Engineering - ME 4803 CHO,4,3,4,1,,,,,,2.83 12
Mechanical Engineering - ME 4823 MAH,5,6,1,,,,,,,3.33 12
Mechanical Engineering - ME 4853 VA1,2,4,,,,,,,,3.33 6
Mechanical Engineering - ME 4853 VA2,1,,1,,,,,,,3.00 2
Mechanical Engineering - ME 4903 BB3,4,1,,,,,,,,3.80 5
Mechanical Engineering - ME 4903 JA3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 6102 A,26,1,,,,,,,,2 3.96 29
Mechanical Engineering - ME 6102 Q,26,5,,,,,,,,3.84 31
Mechanical Engineering - ME 6104 A,39,2,,,,,,,,4 3.95 45
Mechanical Engineering - ME 6104 Q,9,,,,,,,,,1 4.00 10
Mechanical Engineering - ME 6124 A,29,31,5,,,,,,,3.37 65
Mechanical Engineering - ME 6203 B,18,5,1,,,,,,,1 3.71 25
Mechanical Engineering - ME 6203 Q,5,,,,,,,,,4.00 5
Mechanical Engineering - ME 6224 B,9,2,,,,,,,,3.82 11
Mechanical Engineering - ME 6243 A,7,,,,,,,,,4.00 7
Mechanical Engineering - ME 6301 A,22,5,2,,,,,,,1 3.69 30
Mechanical Engineering - ME 6301 Q,2,4,,1,,,,,,3.00 7
Mechanical Engineering - ME 6302 A,16,5,,,1,,,,,1 3.59 23
Mechanical Engineering - ME 6302 Q,5,3,,,,,,,,3.63 8
Mechanical Engineering - ME 6303 A,13,2,,,,,,,,3.87 15
Mechanical Engineering - ME 6402 A,10,9,1,,,,,,,3.45 20
Mechanical Engineering - ME 6403 B,17,6,5,,,,,,,4 3.43 32
Mechanical Engineering - ME 6403 Q,1,1,2,,,,,,,2.75 4
Mechanical Engineering - ME 6405 B,27,4,2,1,,,,,,1 3.68 35
Mechanical Engineering - ME 6407 A,20,6,,,1,,,,,2 3.63 29
Mechanical Engineering - ME 6407 AMZ,3,1,1,,,,,,,3.40 5
Mechanical Engineering - ME 6407 Q,2,,1,1,1,,,,,1 2.20 6
Mechanical Engineering - ME 6407 ROB,2,,2,,,,,,,1 3.00 5
Mechanical Engineering - ME 6408 A,16,1,,,,,,,,3.94 17
Mechanical Engineering - ME 6442 B,15,6,,,1,,,,,1 3.55 23
Mechanical Engineering - ME 6442 Q,4,2,,,,,,,,3.67 6
Mechanical Engineering - ME 6444 A,12,4,,,,,,,,3 3.75 19
Mechanical Engineering - ME 6452 A,18,,,,,,,,,2 4.00 20
Mechanical Engineering - ME 6602 B,10,7,,,,,,,,2 3.59 19
Mechanical Engineering - ME 6622 B,10,2,1,,,,,,,3.69 13
Mechanical Engineering - ME 6622 Q,16,10,,,,,,,,3.62 26
Mechanical Engineering - ME 6701 A,10,,,,,,,,,4.00 10
Mechanical Engineering - ME 6701 A,A,B,C,D,F,I,S,U,V,W Aver. Tota
Mechanical Engineering - ME 6701 Q,3,,,,,,,,,1 4.00 4
Mechanical Engineering - ME 6701 Q3,5,,,,,,,,,4.00 5
Mechanical Engineering - ME 6720 A,7,7,3,,,,,,,3.24 17
Mechanical Engineering - ME 6744 QEM,1,2,,,,,,,,3.33 3
Mechanical Engineering - ME 6744 QOG,2,3,,,,,,,,3.40 5
Mechanical Engineering - ME 6744 QPW,11,3,,,,,,,,3.79 14
Mechanical Engineering - ME 6746 A,6,2,,,,,,,,3.75 8
Mechanical Engineering - ME 6753 A,10,7,1,1,,,,,,2 3.37 21
Mechanical Engineering - ME 6760 A,12,1,,,,,,,,1 3.92 14
Mechanical Engineering - ME 6760 Q,4,,,,,,,,,4.00 4
Mechanical Engineering - ME 6760 R,8,3,,,,,,,,3.73 11
Mechanical Engineering - ME 6766 B,4,3,,,,,,,,1 3.57 8
Mechanical Engineering - ME 6766 Q,,4,,,,,,,,3.00 4
Mechanical Engineering - ME 6769 R,5,,,,,,,,,4.00 5
Mechanical Engineering - ME 6777 A,1,2,,,,,,,,3.33 3
Mechanical Engineering - ME 6792 A,,,,,,,2,,,1 3
Mechanical Engineering - ME 6793 A,3,,,,,,,,,4.00 3
Mechanical Engineering - ME 6796 R,7,1,,,,,,,,3.88 8
Mechanical Engineering - ME 7000 ABD,,,,,,,1,,,1
Mechanical Engineering - ME 7000 AID,,,,,,,1,,,1
Mechanical Engineering - ME 7000 ANT,,,,,,,2,,,2
Mechanical Engineering - ME 7000 BRA,,,,,,,4,,,4
Mechanical Engineering - ME 7000 CH2,,,,,,,1,,,1
Mechanical Engineering - ME 7000 COL,,,,,,,2,,,2
Mechanical Engineering - ME 7000 COS,,,,,,,2,,,2
Mechanical Engineering - ME 7000 CSA,,,,,,,3,,,3
Mechanical Engineering - ME 7000 CUN,,,,,,,2,,,2
Mechanical Engineering - ME 7000 DAS,,,,,,,1,,,1
Mechanical Engineering - ME 7000 ERT,,,,,,,2,,,2
Mechanical Engineering - ME 7000 FED,,,,,,,1,,,1
Mechanical Engineering - ME 7000 FU,,,,,,,1,,,1
Mechanical Engineering - ME 7000 GAR,,,,,,,4,,,4
Mechanical Engineering - ME 7000 GHI,,,,,,,2,,,2
Mechanical Engineering - ME 7000 GLR,,,,,,,1,,,1
Mechanical Engineering - ME 7000 GMA,,,,,,,3,,,3
Mechanical Engineering - ME 7000 GRA,,,,,,,1,,,1
Mechanical Engineering - ME 7000 HAM,,,,,,,2,,,2
Mechanical Engineering - ME 7000 HAR,,,,,,,1,1,,2
Mechanical Engineering - ME 7000 HAY,,,,,,,1,,,1
Mechanical Engineering - ME 7000 HEN,,,,,,,4,,,4
Mechanical Engineering - ME 7000 JA,,,,,,,1,,,1
Mechanical Engineering - ME 7000 JET,,,,,,,2,,,2
Mechanical Engineering - ME 7000 JOS,,,,,,,1,,,1
Mechanical Engineering - ME 7000 KAL,,,,,,,2,,,2
Mechanical Engineering - ME 7000 KU,,,,,,,1,,,1
Mechanical Engineering - ME 7000 KUM,,,,,,,1,,,1
Mechanical Engineering - ME 7000 KUR,,,,,,,2,,,2
Mechanical Engineering - ME 7000 LEA,,,,,,,1,,,1
Mechanical Engineering - ME 7000 LIN,,,,,,,1,,,1
Mechanical Engineering - ME 7000 LZH,,,,,,,,,,1 1
Mechanical Engineering - ME 7000 MEA,,,,,,,1,,,1
Mechanical Engineering - ME 7000 MEL,,,,,,,1,,,1
Mechanical Engineering - ME 7000 MMC,,,,,,,1,,,1
Mechanical Engineering - ME 7000 NEU,,,,,,,1,1,,2
Mechanical Engineering - ME 7000 PIE,,,,,,,1,,,1
Mechanical Engineering - ME 7000 QI,,,,,,,1,,,1
Mechanical Engineering - ME 7000 QNS,,,,,,,1,,,1
Mechanical Engineering - ME 7000 RAN,,,,,,,2,,,2
Mechanical Engineering - ME 7000 RAN,A,B,C,D,F,I,S,U,V,W Aver. Tota
Mechanical Engineering - ME 7000 RJA,,,,,,,2,,,2
Mechanical Engineering - ME 7000 RJO,,,,,,,2,,,2
Mechanical Engineering - ME 7000 ROS,,,,,,,2,1,,3
Mechanical Engineering - ME 7000 SAB,,,,,,,1,,,1
Mechanical Engineering - ME 7000 SAD,,,,,,,2,,,2
Mechanical Engineering - ME 7000 SIN,,,,,,,3,,,3
Mechanical Engineering - ME 7000 SIT,,,,,,,4,,,4
Mechanical Engineering - ME 7000 SLE,,,,,,,1,,,1
Mechanical Engineering - ME 7000 SUL,,,,,,,2,,,2
Mechanical Engineering - ME 7000 TEL,,,,,,,3,,,3
Mechanical Engineering - ME 7000 TIN,,,,,,,1,,,1
Mechanical Engineering - ME 7000 UED,,,,,,,1,,,1
Mechanical Engineering - ME 7000 UME,,,,,,,1,,,1
Mechanical Engineering - ME 7000 WHI,,,,,,,10,,,10
Mechanical Engineering - ME 7000 WOO,,,,,,,1,,,1
Mechanical Engineering - ME 7000 YEE,,,,,,,1,,,1
Mechanical Engineering - ME 7000 YOD,,,,,,,1,,,1
Mechanical Engineering - ME 7000 YOU,,,,,,,1,,,1
Mechanical Engineering - ME 7056 SNU,,,,,,,,,4,4
Mechanical Engineering - ME 7057 SNU,,,,,,,,,1,1
Mechanical Engineering - ME 7751 A,18,6,2,,,,,,,1 3.62 27
Mechanical Engineering - ME 7757 A,,,,,,,24,,,1 25
Mechanical Engineering - ME 7774 A,13,9,3,,,,,,,1 3.40 26
Mechanical Engineering - ME 7774 Q,3,1,2,,,,,,,3.17 6
Mechanical Engineering - ME 7775 A,5,,,,,,,,,4.00 5
Mechanical Engineering - ME 8002 R,,,,,,,11,,,11
Mechanical Engineering - ME 8011 A,,,,,,,18,,,18
Mechanical Engineering - ME 8012 A,,,,,,,18,,,18
Mechanical Engineering - ME 8750 A,3,,,,,,,,,4.00 3
Mechanical Engineering - ME 8751 A,3,,,,,,,,,4.00 3
Mechanical Engineering - ME 8803 MIP,5,,,,,,,,,1 4.00 6
Mechanical Engineering - ME 8803 PSE,5,1,,,,,,,,1 3.83 7
Mechanical Engineering - ME 8813 CHO,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8813 TEL,4,,2,,,,,,,3.33 6
Mechanical Engineering - ME 8903 BRA,2,1,,,,,,,,3.67 3
Mechanical Engineering - ME 8903 COL,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8903 Q,,,,,,,2,,,2
Mechanical Engineering - ME 8903 WHI,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8906 WHI,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8913 FU,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8913 JAR,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 8921 HER,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8923 ZHU,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8931 HES,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8946 SIN,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8953 DEG,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8953 LEA,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 8963 ALE,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8963 GTL,3,,,,,,,,,4.00 3
Mechanical Engineering - ME 8997 A3,,,,,,,,,10,10
Mechanical Engineering - ME 8998 KAL,,,,,,,,,1,1
Mechanical Engineering - ME 8998 WHI,,,,,,,,,3,3
Mechanical Engineering - ME 9000 ABD,,,,,,,4,,,4
Mechanical Engineering - ME 9000 AID,,,,,,,4,,,4
Mechanical Engineering - ME 9000 ALE,,,,,,,6,,,6
Mechanical Engineering - ME 9000 AME,,,,,,,1,,,1
Mechanical Engineering - ME 9000 ARV,,,,,,,2,,,2
Mechanical Engineering - ME 9000 BAS,,,,,,,1,,,1
Mechanical Engineering - ME 9000 BAS,A,B,C,D,F,I,S,U,V,W Aver. Tota
Mechanical Engineering - ME 9000 BOO,,,,,,,2,,,2
Mechanical Engineering - ME 9000 BRA,,,,,,,1,,,1
Mechanical Engineering - ME 9000 CHO,,,,,,,2,,,2
Mechanical Engineering - ME 9000 CO,,,,,,,4,,,4
Mechanical Engineering - ME 9000 CSA,,,,,,,2,,,2
Mechanical Engineering - ME 9000 CUN,,,,,,,2,,,2
Mechanical Engineering - ME 9000 DAS,,,,,,,2,,,2
Mechanical Engineering - ME 9000 DEC,,,,,,,1,,,1
Mechanical Engineering - ME 9000 DEG,,,,,,,2,,,2
Mechanical Engineering - ME 9000 DIX,,,,,,,3,,,3
Mechanical Engineering - ME 9000 ERT,,,,,,,4,,,4
Mechanical Engineering - ME 9000 ETI,,,,,,,1,,,1
Mechanical Engineering - ME 9000 FED,,,,,,,4,,,4
Mechanical Engineering - ME 9000 FER,,,,,,,1,,,1
Mechanical Engineering - ME 9000 FOR,,,,,,,2,,,2
Mechanical Engineering - ME 9000 FU,,,,,,,3,,,3
Mechanical Engineering - ME 9000 GAR,,,,,,,6,,,6
Mechanical Engineering - ME 9000 GEN,,,,,,,4,,,4
Mechanical Engineering - ME 9000 GHI,,,,,,,3,,,3
Mechanical Engineering - ME 9000 GLE,,,,,,,7,,,7
Mechanical Engineering - ME 9000 GLR,,,,,,,1,,,1
Mechanical Engineering - ME 9000 GMA,,,,,,,7,,,7
Mechanical Engineering - ME 9000 GRA,,,,,,,6,,,6
Mechanical Engineering - ME 9000 GUL,,,,,,,6,,,6
Mechanical Engineering - ME 9000 HAM,,,,,,,4,,,4
Mechanical Engineering - ME 9000 HAR,,,,,,,2,,,2
Mechanical Engineering - ME 9000 HAT,,,,,,,1,1,,2
Mechanical Engineering - ME 9000 HCH,,,,,,,3,,,3
Mechanical Engineering - ME 9000 HEN,,,,,,,3,,,3
Mechanical Engineering - ME 9000 HES,,,,,,,2,,,2
Mechanical Engineering - ME 9000 HU,,,,,,,5,,,5
Mechanical Engineering - ME 9000 JAC,,,,,,,3,,,3
Mechanical Engineering - ME 9000 JET,,,,,,,2,,,2
Mechanical Engineering - ME 9000 JOS,,,,,,,6,,,6
Mechanical Engineering - ME 9000 KA,,,,,,,1,1,,2
Mechanical Engineering - ME 9000 KAL,,,,,,,14,,,14
Mechanical Engineering - ME 9000 KIM,,,,,,,5,,,5
Mechanical Engineering - ME 9000 KU,,,,,,,3,,,3
Mechanical Engineering - ME 9000 KUM,,,,,,,4,,,4
Mechanical Engineering - ME 9000 KUR,,,,,,,4,,,4
Mechanical Engineering - ME 9000 LEA,,,,,,,3,,,3
Mechanical Engineering - ME 9000 LEE,,,,,,,3,,,3
Mechanical Engineering - ME 9000 LIA,,,,,,,4,,,4
Mechanical Engineering - ME 9000 LIE,,,,,,,2,,,2
Mechanical Engineering - ME 9000 LIN,,,,,,,2,,,2
Mechanical Engineering - ME 9000 LOU,,,,,,,5,,,5
Mechanical Engineering - ME 9000 MAY,,,,,,,1,,,1
Mechanical Engineering - ME 9000 MCD,,,,,,,2,,,2
Mechanical Engineering - ME 9000 MEA,,,,,,,3,,,3
Mechanical Engineering - ME 9000 MEL,,,,,,,5,,,5
Mechanical Engineering - ME 9000 NEU,,,,,,,4,,,4
Mechanical Engineering - ME 9000 PAR,,,,,,,1,,,1
Mechanical Engineering - ME 9000 PIE,,,,,,,2,,,2
Mechanical Engineering - ME 9000 QI,,,,,,,5,,,5
Mechanical Engineering - ME 9000 RAN,,,,,,,14,,,14
Mechanical Engineering - ME 9000 RJO,,,,,,,7,,,7
Mechanical Engineering - ME 9000 ROS,,,,,,,4,,,4
Mechanical Engineering - ME 9000 RSK,,,,,,,1,,,1
Mechanical Engineering - ME 9000 RSK,A,B,C,D,F,I,S,U,V,W Aver. Tota
Mechanical Engineering - ME 9000 RUZ,,,,,,,2,,,2
Mechanical Engineering - ME 9000 SAB,,,,,,,3,,,3
Mechanical Engineering - ME 9000 SAD,,,,,,,1,,,1
Mechanical Engineering - ME 9000 SIN,,,,,,,5,,,5
Mechanical Engineering - ME 9000 SIT,,,,,,,5,,,5
Mechanical Engineering - ME 9000 SLE,,,,,,,2,,,2
Mechanical Engineering - ME 9000 SPR,,,,,,,1,,,1
Mechanical Engineering - ME 9000 STR,,,,,,,1,,,1
Mechanical Engineering - ME 9000 SUL,,,,,,,2,,,2
Mechanical Engineering - ME 9000 TEL,,,,,,,1,,,1
Mechanical Engineering - ME 9000 THO,,,,,,,4,,,4
Mechanical Engineering - ME 9000 TIN,,,,,,,2,1,,3
Mechanical Engineering - ME 9000 UED,,,,,,,5,,,5
Mechanical Engineering - ME 9000 UME,,,,,,,3,,,3
Mechanical Engineering - ME 9000 VAR,,,,,,,3,,,3
Mechanical Engineering - ME 9000 WAN,,,,,,,4,,,4
Mechanical Engineering - ME 9000 WHI,,,,,,,14,,,14
Mechanical Engineering - ME 9000 XIA,,,,,,,2,,,2
Mechanical Engineering - ME 9000 YEE,,,,,,,6,,,6
Mechanical Engineering - ME 9000 YOD,,,,,,,3,,,3
Mechanical Engineering - ME 9000 YOG,,,,,,,3,1,,4
Mechanical Engineering - ME 9000 YOU,,,,,,,3,,,3
Mechanical Engineering - ME 9000 ZHA,,,,,,,3,,,3
Mechanical Engineering - ME 9000 ZHO,,,,,,,4,1,,5
Mechanical Engineering - ME 9000 ZHT,,,,,,,4,,,4
Mechanical Engineering - ME 9000 ZHU,,,,,,,4,,,4
Mechanical Engineering - ME 9000 ZIN,,,,,,,1,,,1
Medical Physics - MP 4750 A,2,2,1,,,,,,,3.20 5
Medical Physics - MP 4750 Q,1,4,1,,,,,,,3.00 6
Medical Physics - MP 6011 A,,,,,,,5,,,5
Medical Physics - MP 6012 Q,,,,,,,4,,,4
Medical Physics - MP 6204 A,3,2,,,,,,,,3.60 5
Medical Physics - MP 6757 C,4,2,,,,,,,,3.67 6
Medical Physics - MP 7000 ERI,,,,,,,1,,,1
Medical Physics - MP 7000 HER,,,,,,,2,,,2
Medical Physics - MP 7000 WAN,,,,,,,5,,,5
Medical Physics - MP 8011 A,,,,,,,2,1,,3
Medical Physics - MP 8012 A,,,,,,,3,,,3
Medical Physics - MP 8903 HER,1,,,,,,,,,4.00 1
Medical Physics - MP 8903 WAN,,,,,1,,,,,0.00 1
Medical Physics - MP 9000 ERI,,,,,,,1,,,1
Medical Physics - MP 9000 WAN,,,,,,,2,,,2
Medical Physics - MP 9000 ZHU,,,,,,,2,,,2
Military Science & Leadership - MSL 1002 A,8,3,,,,,,,,3.73 11
Military Science & Leadership - MSL 1002 B,,,,,,,1,,,1
Military Science & Leadership - MSL 2002 A,9,,,,,,,,,4.00 9
Military Science & Leadership - MSL 3001 A,3,,,,,,,,,4.00 3
Military Science & Leadership - MSL 3002 A,9,,,,,,,,,4.00 9
Military Science & Leadership - MSL 4002 A,6,,,,,,,,,4.00 6
Military Science & Leadership - MSL 4002 B,,,,,,,,,1,1
Military Science & Leadership - MSL 4901 A,4,,,,,,,,,4.00 4
Modern Languages - ML 2813 I,5,,,,,,,,,2 4.00 7
Music - MUSI 2011 B,16,10,5,1,1,,,,,1 3.18 34
Music - MUSI 2013 TH,2,,,,,,,,,4.00 2
Music - MUSI 2015 JF,12,2,,,,,,,,3.86 14
Music - MUSI 2526 TH,3,5,1,1,,,,,,1 3.00 11
Music - MUSI 2698 PUR,,,,,,,,,1,1
Music - MUSI 3019 PB,93,,,,,,,,,1 4.00 94
Music - MUSI 3019 PB,A,B,C,D,F,I,S,U,V,W Aver. Tota
Music - MUSI 3121 CB,58,,,,,,,,,4.00 58
Music - MUSI 3131 SB,57,,,,,,,,,1 4.00 58
Music - MUSI 3231 CC,27,,,,,,,,,4.00 27
Music - MUSI 3241 C,41,1,,,,,,,,4 3.98 46
Music - MUSI 3251 GC,27,,,1,,,,,,2 3.89 30
Music - MUSI 3311 A,37,,,,,,,,,4.00 37
Music - MUSI 3321 B,20,,,,,,,,,4.00 20
Music - MUSI 3511 PE,13,,,,,,,,,4.00 13
Music - MUSI 3511 SS,3,,,,,,,,,4.00 3
Music - MUSI 3611 CS,32,1,,,,,,,,3.97 33
Music - MUSI 3611 SO,71,,,,,,,,,4.00 71
Music - MUSI 3630 CC,71,,,,,,,,,4.00 71
Music - MUSI 3730 NM,1,,,,,,,,,4.00 1
Music - MUSI 4698 TH,,,,,,,,,1,1
Music - MUSI 4699 FJ,1,,,,,,,,,4.00 1
Music - MUSI 4699 GW,1,,,,,,,,,4.00 1
Music - MUSI 4699 JF,2,,,,,,,,,4.00 2
Music - MUSI 4699 TH,3,,,,,,,,,4.00 3
Music - MUSI 4801 CT,1,,,,,,,,,4.00 1
Music - MUSI 6004 GW,23,4,,,,,,,,3.85 27
Music - MUSI 6005 SO,1,,,,,,,,,4.00 1
Music - MUSI 6103 CM,13,1,,,,,,,,3.93 14
Music - MUSI 6202 AL,12,11,2,1,,,,,,1 3.31 27
Music - MUSI 7100 9,,,,,,,,,,1 1
Music - MUSI 7100 AL,5,2,,1,,,,,,3.38 8
Music - MUSI 7100 FJ,,,,,,,1,,,1
Music - MUSI 7100 GW,5,2,,,,,,,,3.71 7
Music - MUSI 7100 J,1,,,,,,,,,4.00 1
Music - MUSI 7100 JF,4,3,,,,,,,,3.57 7
Music - MUSI 7100 L,1,1,,,,,,,,3.50 2
Music - MUSI 7100 TH,3,,1,,,,,,,3.50 4
Music - MUSI 7999 JF,,,,,,,2,,,2
Music - MUSI 8002 AGL,2,,,,,,,,,4.00 2
Music - MUSI 8903 TH,3,,,,,,,,,4.00 3
Music - MUSI 9000 GW,,,,,,,1,,,1
Naval Science - NS 1323 A,7,8,2,,,,,,,3.29 17
Naval Science - NS 2323 0,9,1,1,,,,,,,3.73 11
Naval Science - NS 3323 X,3,,,,,,,,,4.00 3
Naval Science - NS 3324 X,2,,,,,,,,,4.00 2
Naval Science - NS 3326 A,17,3,,,,,,,,1 3.85 21
Naval Science - NS 4322 A,23,,,,,,,,,4.00 23
Nuclear & Radiological Engr - NRE 2110 A,42,20,5,,,,,,,2 3.55 69
Nuclear & Radiological Engr - NRE 3208 A,8,12,14,2,,,,,,2.72 36
Nuclear & Radiological Engr - NRE 3301 A,12,16,14,2,,,,,,3 2.86 47
Nuclear & Radiological Engr - NRE 3316 B,14,17,4,,,,,,,3.29 35
Nuclear & Radiological Engr - NRE 4206 A,9,4,,,,,,,,3.69 13
Nuclear & Radiological Engr - NRE 4206 B,3,3,1,2,,,,,,2.78 9
Nuclear & Radiological Engr - NRE 4232 B,21,,1,,,,,,,3.91 22
Nuclear & Radiological Engr - NRE 4266 A,1,2,1,,,,,,,3.00 4
Nuclear & Radiological Engr - NRE 4404 A,8,1,,,,,,,,3.89 9
Nuclear & Radiological Engr - NRE 4698 EA3,,,,,,,,,1,1
Nuclear & Radiological Engr - NRE 4698 RF3,,,,,,,,,3,3
Nuclear & Radiological Engr - NRE 4699 DC3,1,,,,,,,,,4.00 1
Nuclear & Radiological Engr - NRE 4699 EA3,2,,,,,,,,,4.00 2
Nuclear & Radiological Engr - NRE 4699 KD3,1,,,,,,,,,4.00 1
Nuclear & Radiological Engr - NRE 4699 WS3,1,,,,,,,,,4.00 1
Nuclear & Radiological Engr - NRE 4750 A,4,,,,,,,,,4.00 4
Nuclear & Radiological Engr - NRE 4903 HN3,2,,,,,,,,,4.00 2
Nuclear & Radiological Engr - NRE 4903 HN3,A,B,C,D,F,I,S,U,V,W Aver. Tota
Nuclear & Radiological Engr - NRE 6102 A,6,,,,,,,,,4.00 6
Nuclear & Radiological Engr - NRE 6201 A,1,3,,,,,,,,3.25 4
Nuclear & Radiological Engr - NRE 6401 A,4,,,,,,,,,4.00 4
Nuclear & Radiological Engr - NRE 6755 A,7,1,,,,,,,,3.88 8
Nuclear & Radiological Engr - NRE 7000 ABD,,,,,,,1,,,1
Nuclear & Radiological Engr - NRE 7000 DEO,,,,,,,1,,,1
Nuclear & Radiological Engr - NRE 7000 ERI,,,,,,,1,,,1
Nuclear & Radiological Engr - NRE 7000 HER,,,,,,,3,1,,4
Nuclear & Radiological Engr - NRE 7000 KOT,,,,,,,2,,,2
Nuclear & Radiological Engr - NRE 7000 STA,,,,,,,1,,,1
Nuclear & Radiological Engr - NRE 7757 A,,,,,,,5,,,5
Nuclear & Radiological Engr - NRE 8011 A,,,,,,,2,,,2
Nuclear & Radiological Engr - NRE 8012 A,,,,,,,2,,,2
Nuclear & Radiological Engr - NRE 8803 A,7,,,,,,,,,4.00 7
Nuclear & Radiological Engr - NRE 8903 DEO,,1,,,,,,,,3.00 1
Nuclear & Radiological Engr - NRE 9000 DEO,,,,,,,3,,,3
Nuclear & Radiological Engr - NRE 9000 ERI,,,,,,,4,,,4
Nuclear & Radiological Engr - NRE 9000 GAR,,,,,,,1,,,1
Nuclear & Radiological Engr - NRE 9000 HER,,,,,,,2,,,2
Nuclear & Radiological Engr - NRE 9000 KOT,,,,,,,2,,,2
Nuclear & Radiological Engr - NRE 9000 PET,,,,,,,7,,,7
Nuclear & Radiological Engr - NRE 9000 RAH,,,,,,,1,1,,2
Nuclear & Radiological Engr - NRE 9000 STA,,,,,,,1,,,1
Persian - PERS 1002 F,12,,,,,,,,,4.00 12
Philosophy - PHIL 2025 RK,23,2,,,,,,,,3.92 25
Philosophy - PHIL 3102 DJ,17,4,1,,,,4,,1,5 3.73 32
Philosophy - PHIL 3103 RP,19,9,2,,,,2,,1,2 3.57 35
Philosophy - PHIL 3109 R1,15,12,,,,,2,,,1 3.56 30
Philosophy - PHIL 3109 R2,19,4,3,1,,,2,,,1 3.52 30
Philosophy - PHIL 3109 R3,10,13,3,,,,3,,,3.27 29
Philosophy - PHIL 3109 R4,9,13,5,1,,,1,,,1 3.07 30
Philosophy - PHIL 3109 R5,15,11,1,,,,1,,,1 3.52 29
Philosophy - PHIL 3109 R6,16,7,4,,,,3,,,3.44 30
Philosophy - PHIL 3127 HP,18,2,,,,,,,,3.90 20
Philosophy - PHIL 3127 K1,17,4,5,,,,,,,1 3.46 27
Philosophy - PHIL 3127 K2,14,8,1,,,,1,,,2 3.57 26
Philosophy - PHIL 3127 K3,15,9,,,,,,,,1 3.63 25
Philosophy - PHIL 3127 K4,17,8,1,,,,1,,,1 3.62 28
Philosophy - PHIL 3127 K5,14,12,,1,,,,,,1 3.44 28
Philosophy - PHIL 3127 K6,17,13,,,,,,,,3.57 30
Philosophy - PHIL 3127 R,40,2,,,,,,,,3.95 42
Philosophy - PHIL 4176 RK,27,4,,,,,3,,,1 3.87 35
Philosophy - PHIL 6000 B1,,,,,,,40,,,40
Philosophy - PHIL 6000 B2,,,,,,,47,,,1 48
Philosophy - PHIL 6000 B3,,,,,,,46,,,2 48
Philosophy - PHIL 6710 JB,5,,,,,,,,,4.00 5
Physics - PHYS 2022 A,19,23,20,6,1,,27,3,,6 2.77 105
Physics - PHYS 2211 A,71,41,21,8,4,,,,,4 3.15 149
Physics - PHYS 2211 B,86,64,24,10,4,,,,,11 3.16 199
Physics - PHYS 2211 C,78,59,43,14,6,,,,,15 2.95 215
Physics - PHYS 2211 K,96,80,35,11,7,,,,,11 3.08 240
Physics - PHYS 2211 M,110,73,32,6,1,,,,,18 3.28 240
Physics - PHYS 2212 C,27,17,3,2,,,,,,1 3.41 50
Physics - PHYS 2212 G,53,35,25,6,7,,,,,11 2.96 137
Physics - PHYS 2212 H,25,12,7,,1,,,,,8 3.33 53
